UserID,MovieTitle,Genre,WatchTime_Mins,UserRating,SubscriptionType
U-5918,The Dark Knight,Action,39,3.4,Standard
U-2718,Money Heist,Crime,58,,Standard
U-5469,Stranger Things,Sci-Fi,114,3.4,Premium
U-4287,The Matrix,Sci-Fi,59,,Basic
U-3876,Money Heist,Crime,67,,Basic
U-7384,Friends,Comedy,96,3.6,Basic
U-1983,Stranger Things,Sci-Fi,154,2.0,Standard
U-2779,Stranger Things,Sci-Fi,46,,Standard
U-7205,Interstellar,Sci-Fi,74,2.7,Basic
U-2003,Breaking Bad,Crime,27,1.2,Basic
U-8854,Narcos,Crime,19,4.4,Basic
U-1262,Interstellar,Sci-Fi,44,,Standard
U-8260,Inception,Sci-Fi,80,3.7,Standard
U-6541,Money Heist,Crime,91,2.0,Basic
U-6861,The Matrix,Sci-Fi,161,3.6,Standard
U-3862,The Dark Knight,Action,105,4.4,Standard
U-6508,Inception,Sci-Fi,111,2.2,Premium
U-4437,Friends,Comedy,161,2.8,Premium
U-9051,Inception,Sci-Fi,180,,Basic
U-8396,Friends,Comedy,147,4.1,Standard
U-9897,The Matrix,Sci-Fi,89,3.4,Basic
U-7058,Inception,Sci-Fi,26,3.9,Standard
U-1258,Breaking Bad,Crime,123,,Premium
U-6916,Money Heist,Crime,167,2.7,Basic
U-6745,Narcos,Crime,77,3.8,Basic
U-2062,Breaking Bad,Crime,149,1.1,Basic
U-4066,Breaking Bad,Crime,153,,Basic
U-9047,Friends,Comedy,138,4.2,Standard
U-7631,Narcos,Crime,118,3.4,Basic
U-3226,Breaking Bad,Crime,57,2.1,Basic
U-4911,Inception,Sci-Fi,114,3.3,Premium
U-9277,Friends,Comedy,19,3.5,Standard
U-8229,Stranger Things,Sci-Fi,75,,Basic
U-9855,Game of Thrones,Fantasy,86,1.9,Basic
U-9714,Breaking Bad,Crime,104,2.2,Basic
U-2410,Stranger Things,Sci-Fi,71,3.3,Premium
U-9530,Inception,Sci-Fi,60,2.1,Basic
U-8688,Money Heist,Crime,11,,Standard
U-3096,Friends,Comedy,34,2.2,Basic
U-8623,Friends,Comedy,34,1.8,Standard
U-1633,Game of Thrones,Fantasy,20,1.2,Premium
U-3729,Friends,Comedy,147,4.7,Basic
U-3905,Friends,Comedy,109,2.9,Basic
U-1216,Interstellar,Sci-Fi,14,2.5,Standard
U-2386,Game of Thrones,Fantasy,58,4.2,Standard
U-4269,Game of Thrones,Fantasy,92,4.0,Basic
U-3093,Breaking Bad,Crime,142,3.0,Basic
U-6176,Game of Thrones,Fantasy,157,,Basic
U-8902,The Matrix,Sci-Fi,130,4.6,Standard
U-8759,Game of Thrones,Fantasy,7,,Premium
U-2337,Stranger Things,Sci-Fi,48,4.9,Basic
U-3557,Breaking Bad,Crime,58,,Basic
U-6492,Interstellar,Sci-Fi,145,3.6,Basic
U-7555,Interstellar,Sci-Fi,113,2.3,Basic
U-1520,Game of Thrones,Fantasy,117,,Basic
U-4413,Narcos,Crime,59,1.4,Basic
U-4917,Stranger Things,Sci-Fi,64,1.4,Basic
U-4183,The Matrix,Sci-Fi,45,,Standard
U-9528,Money Heist,Crime,39,4.2,Standard
U-3722,The Dark Knight,Action,31,4.4,Basic
U-8606,Breaking Bad,Crime,149,2.7,Standard
U-7023,Friends,Comedy,86,1.3,Premium
U-7798,Friends,Comedy,71,3.6,Premium
U-5384,Game of Thrones,Fantasy,10,3.2,Standard
U-5555,Breaking Bad,Crime,123,4.8,Premium
U-8288,Stranger Things,Sci-Fi,7,4.6,Standard
U-8986,Money Heist,Crime,115,1.7,Standard
U-5855,Friends,Comedy,27,2.1,Premium
U-4967,Interstellar,Sci-Fi,37,,Basic
U-8512,Inception,Sci-Fi,155,,Basic
U-7479,Interstellar,Sci-Fi,67,2.7,Standard
U-6339,The Matrix,Sci-Fi,45,,Basic
U-4227,Game of Thrones,Fantasy,9,4.9,Basic
U-6475,Inception,Sci-Fi,93,,Premium
U-2792,Inception,Sci-Fi,118,,Standard
U-6247,Stranger Things,Sci-Fi,86,2.6,Basic
U-6977,Stranger Things,Sci-Fi,142,,Basic
U-3459,The Matrix,Sci-Fi,17,4.5,Basic
U-2508,Money Heist,Crime,52,2.4,Premium
U-9254,Friends,Comedy,102,4.5,Standard
U-3124,The Matrix,Sci-Fi,127,4.3,Standard
U-2679,The Matrix,Sci-Fi,18,4.2,Standard
U-8647,Friends,Comedy,141,5.0,Basic
U-8372,Stranger Things,Sci-Fi,100,2.2,Premium
U-7205,Stranger Things,Sci-Fi,133,1.9,Basic
U-8706,Inception,Sci-Fi,27,1.9,Standard
U-4509,The Dark Knight,Action,34,4.7,Standard
U-6242,Stranger Things,Sci-Fi,179,1.1,Standard
U-4827,Friends,Comedy,82,3.3,Standard
U-4373,Inception,Sci-Fi,110,4.8,Standard
U-7074,Stranger Things,Sci-Fi,165,,Standard
U-7228,The Dark Knight,Action,102,,Basic
U-7319,Interstellar,Sci-Fi,72,2.2,Premium
U-9386,Money Heist,Crime,5,3.9,Premium
U-8618,Money Heist,Crime,73,3.0,Basic
U-6991,Money Heist,Crime,17,,Basic
U-7036,Game of Thrones,Fantasy,137,1.7,Basic
U-4185,Game of Thrones,Fantasy,44,1.1,Premium
U-2685,The Dark Knight,Action,138,2.1,Standard
U-7728,The Dark Knight,Action,24,2.9,Basic
U-3260,The Dark Knight,Action,141,2.4,Premium
U-4902,Inception,Sci-Fi,165,1.5,Premium
U-8257,Inception,Sci-Fi,173,3.5,Standard
U-3547,Stranger Things,Sci-Fi,146,4.7,Standard
U-5012,The Matrix,Sci-Fi,152,,Basic
U-8445,Friends,Comedy,158,2.7,Standard
U-6279,Interstellar,Sci-Fi,170,,Premium
U-5433,Friends,Comedy,12,1.6,Basic
U-4880,The Matrix,Sci-Fi,121,,Basic
U-6066,Friends,Comedy,100,3.0,Premium
U-3862,Stranger Things,Sci-Fi,35,1.2,Standard
U-6045,Interstellar,Sci-Fi,53,4.9,Standard
U-7796,The Matrix,Sci-Fi,126,,Basic
U-9070,Friends,Comedy,145,1.4,Basic
U-1449,Money Heist,Crime,77,1.3,Standard
U-8688,Breaking Bad,Crime,68,3.8,Basic
U-6652,Game of Thrones,Fantasy,53,1.3,Premium
U-5541,Money Heist,Crime,25,1.1,Premium
U-2340,Stranger Things,Sci-Fi,30,3.4,Basic
U-1788,Inception,Sci-Fi,16,,Basic
U-8438,Interstellar,Sci-Fi,151,1.2,Basic
U-5972,Narcos,Crime,45,2.9,Premium
U-1156,Friends,Comedy,117,,Basic
U-6586,Interstellar,Sci-Fi,113,,Basic
U-1780,The Dark Knight,Action,139,2.3,Premium
U-7307,Breaking Bad,Crime,71,4.7,Basic
U-2020,Money Heist,Crime,146,,Basic
U-3917,The Matrix,Sci-Fi,86,,Standard
U-4417,Narcos,Crime,155,4.1,Standard
U-6003,Stranger Things,Sci-Fi,82,,Basic
U-4194,The Matrix,Sci-Fi,101,1.3,Basic
U-9808,Interstellar,Sci-Fi,94,4.9,Premium
U-4820,Game of Thrones,Fantasy,25,2.1,Basic
U-2205,Stranger Things,Sci-Fi,176,,Standard
U-2591,Narcos,Crime,10,3.4,Premium
U-6910,Stranger Things,Sci-Fi,135,1.7,Standard
U-5220,Friends,Comedy,115,2.6,Basic
U-5044,Friends,Comedy,136,1.0,Basic
U-9199,Narcos,Crime,5,4.4,Standard
U-8101,The Dark Knight,Action,122,,Premium
U-6268,Interstellar,Sci-Fi,162,1.4,Standard
U-2356,Money Heist,Crime,89,3.1,Standard
U-2937,Game of Thrones,Fantasy,63,4.1,Standard
U-9997,Breaking Bad,Crime,23,3.7,Standard
U-7465,Friends,Comedy,113,4.0,Basic
U-5656,The Matrix,Sci-Fi,70,4.0,Premium
U-3374,The Matrix,Sci-Fi,145,2.7,Standard
U-3554,Friends,Comedy,65,3.2,Standard
U-4284,Narcos,Crime,28,2.5,Basic
U-7250,Breaking Bad,Crime,168,,Basic
U-8988,Breaking Bad,Crime,124,2.0,Standard
U-8322,Breaking Bad,Crime,129,,Basic
U-1605,Friends,Comedy,33,,Basic
U-6989,Inception,Sci-Fi,136,3.0,Premium
U-6178,Game of Thrones,Fantasy,145,4.8,Premium
U-1946,Breaking Bad,Crime,78,4.4,Premium
U-4958,Friends,Comedy,88,4.9,Standard
U-1549,The Dark Knight,Action,164,3.0,Standard
U-7321,Breaking Bad,Crime,79,1.7,Basic
U-4687,Narcos,Crime,28,4.0,Basic
U-1477,Stranger Things,Sci-Fi,13,,Premium
U-4270,Narcos,Crime,24,3.4,Basic
U-1148,Stranger Things,Sci-Fi,159,3.3,Basic
U-2035,Game of Thrones,Fantasy,73,2.4,Basic
U-2645,The Dark Knight,Action,48,,Standard
U-2713,Money Heist,Crime,11,,Basic
U-4932,Friends,Comedy,86,3.6,Basic
U-6337,Friends,Comedy,67,1.7,Premium
U-9446,Inception,Sci-Fi,149,1.4,Standard
U-2698,Friends,Comedy,128,2.1,Basic
U-9607,The Matrix,Sci-Fi,23,,Standard
U-9927,Inception,Sci-Fi,37,,Basic
U-3927,Game of Thrones,Fantasy,137,3.9,Basic
U-4828,Game of Thrones,Fantasy,73,,Premium
U-1248,Money Heist,Crime,75,2.1,Basic
U-4885,Inception,Sci-Fi,40,1.6,Basic
U-3645,Stranger Things,Sci-Fi,98,,Basic
U-4941,Game of Thrones,Fantasy,162,2.5,Premium
U-8426,Interstellar,Sci-Fi,135,,Basic
U-8181,Interstellar,Sci-Fi,78,,Basic
U-9829,Stranger Things,Sci-Fi,19,,Premium
U-2406,Interstellar,Sci-Fi,88,2.5,Basic
U-1617,The Matrix,Sci-Fi,44,3.7,Basic
U-2801,Money Heist,Crime,170,1.4,Basic
U-6858,Breaking Bad,Crime,158,2.3,Premium
U-7035,The Matrix,Sci-Fi,123,1.1,Premium
U-7334,The Dark Knight,Action,36,,Basic
U-7260,Narcos,Crime,23,,Basic
U-8104,Breaking Bad,Crime,71,4.9,Basic
U-2314,Friends,Comedy,29,4.7,Premium
U-1953,Friends,Comedy,128,,Premium
U-4786,Breaking Bad,Crime,92,4.2,Basic
U-6718,Money Heist,Crime,148,,Basic
U-5860,Narcos,Crime,48,4.6,Premium
U-3795,The Matrix,Sci-Fi,133,3.4,Basic
U-4640,Friends,Comedy,44,4.1,Basic
U-1411,Breaking Bad,Crime,28,2.3,Basic
U-7204,Friends,Comedy,96,,Basic
U-8743,Stranger Things,Sci-Fi,172,5.0,Standard
U-7880,Friends,Comedy,40,1.2,Basic
U-9775,Stranger Things,Sci-Fi,82,4.6,Basic
U-8657,The Matrix,Sci-Fi,152,3.6,Standard
U-4350,The Matrix,Sci-Fi,109,4.0,Premium
U-2432,Friends,Comedy,73,4.6,Basic
U-2975,Friends,Comedy,114,2.1,Standard
U-5998,Game of Thrones,Fantasy,122,4.1,Basic
U-8941,Game of Thrones,Fantasy,133,4.0,Standard
U-7683,Friends,Comedy,160,,Premium
U-6528,Stranger Things,Sci-Fi,81,4.8,Basic
U-3756,Game of Thrones,Fantasy,57,,Basic
U-8113,Money Heist,Crime,45,,Standard
U-4463,Money Heist,Crime,149,2.7,Basic
U-6164,Breaking Bad,Crime,54,,Standard
U-2170,The Dark Knight,Action,26,1.8,Standard
U-7603,Stranger Things,Sci-Fi,107,4.1,Premium
U-7678,Game of Thrones,Fantasy,68,,Basic
U-8733,The Dark Knight,Action,144,3.5,Premium
U-3037,Stranger Things,Sci-Fi,78,4.1,Basic
U-6581,Narcos,Crime,107,4.1,Standard
U-2390,Game of Thrones,Fantasy,91,2.1,Basic
U-2628,Narcos,Crime,95,3.5,Premium
U-7683,The Matrix,Sci-Fi,171,,Basic
U-5082,Money Heist,Crime,113,1.2,Standard
U-4271,Friends,Comedy,167,,Premium
U-2792,Interstellar,Sci-Fi,155,3.1,Standard
U-1590,Game of Thrones,Fantasy,57,3.1,Premium
U-5468,Inception,Sci-Fi,100,1.4,Basic
U-1217,Interstellar,Sci-Fi,103,1.3,Premium
U-7038,Interstellar,Sci-Fi,136,3.6,Standard
U-6244,Game of Thrones,Fantasy,109,2.4,Basic
U-5229,Money Heist,Crime,98,1.5,Basic
U-1238,Interstellar,Sci-Fi,69,1.9,Basic
U-8746,Inception,Sci-Fi,156,1.9,Basic
U-7378,Narcos,Crime,36,,Basic
U-6826,The Matrix,Sci-Fi,92,,Basic
U-5115,Money Heist,Crime,106,,Premium
U-9796,The Matrix,Sci-Fi,76,,Standard
U-3742,Stranger Things,Sci-Fi,167,1.4,Premium
U-4524,The Dark Knight,Action,26,2.5,Basic
U-7592,Friends,Comedy,115,4.5,Standard
U-6136,Money Heist,Crime,152,1.8,Premium
U-7419,Breaking Bad,Crime,168,,Premium
U-3299,The Dark Knight,Action,59,3.3,Standard
U-8123,The Matrix,Sci-Fi,171,1.4,Standard
U-7170,Game of Thrones,Fantasy,176,3.8,Basic
U-4059,The Matrix,Sci-Fi,95,4.3,Basic
U-8625,The Matrix,Sci-Fi,114,4.0,Standard
U-7786,Game of Thrones,Fantasy,6,1.5,Basic
U-7529,The Matrix,Sci-Fi,115,4.9,Standard
U-8843,Money Heist,Crime,48,4.7,Basic
U-1443,Interstellar,Sci-Fi,100,4.7,Basic
U-8131,Narcos,Crime,71,,Standard
U-3991,Narcos,Crime,48,2.1,Basic
U-9119,Interstellar,Sci-Fi,156,,Basic
U-2397,Game of Thrones,Fantasy,39,1.7,Standard
U-2000,The Matrix,Sci-Fi,127,3.6,Standard
U-2749,Inception,Sci-Fi,100,3.6,Basic
U-5248,Friends,Comedy,91,2.3,Basic
U-2108,The Matrix,Sci-Fi,57,2.6,Basic
U-2534,Money Heist,Crime,109,1.4,Standard
U-1737,Narcos,Crime,69,,Basic
U-9405,Game of Thrones,Fantasy,154,1.9,Premium
U-7067,Friends,Comedy,94,,Standard
U-9094,Inception,Sci-Fi,160,,Standard
U-1841,The Dark Knight,Action,101,1.9,Premium
U-2368,Game of Thrones,Fantasy,63,4.1,Basic
U-2330,Inception,Sci-Fi,152,5.0,Basic
U-5358,Game of Thrones,Fantasy,50,1.5,Basic
U-4148,Inception,Sci-Fi,162,,Basic
U-9095,Stranger Things,Sci-Fi,146,4.9,Standard
U-7367,Game of Thrones,Fantasy,124,4.2,Basic
U-4111,The Dark Knight,Action,158,3.6,Premium
U-2831,Stranger Things,Sci-Fi,108,2.5,Basic
U-6747,Stranger Things,Sci-Fi,72,1.6,Premium
U-6513,Narcos,Crime,173,3.5,Standard
U-3537,Breaking Bad,Crime,110,2.4,Standard
U-3982,Inception,Sci-Fi,136,,Standard
U-7191,Stranger Things,Sci-Fi,168,2.5,Basic
U-1040,The Dark Knight,Action,161,,Standard
U-3506,Narcos,Crime,160,3.4,Premium
U-4322,Interstellar,Sci-Fi,12,,Basic
U-5230,Stranger Things,Sci-Fi,37,4.0,Basic
U-8429,Stranger Things,Sci-Fi,55,2.7,Basic
U-7967,The Matrix,Sci-Fi,8,1.2,Standard
U-8953,Game of Thrones,Fantasy,157,3.5,Standard
U-3726,Friends,Comedy,15,1.9,Basic
U-8250,Narcos,Crime,179,,Basic
U-5516,Friends,Comedy,139,1.8,Basic
U-9063,The Dark Knight,Action,11,1.3,Premium
U-1389,The Dark Knight,Action,117,,Standard
U-7863,Stranger Things,Sci-Fi,22,2.7,Premium
U-6859,Money Heist,Crime,131,,Basic
U-2207,Narcos,Crime,23,,Standard
U-4557,Inception,Sci-Fi,138,4.8,Standard
U-5571,Interstellar,Sci-Fi,46,2.4,Basic
U-1600,Game of Thrones,Fantasy,39,,Premium
U-2871,Stranger Things,Sci-Fi,158,4.1,Premium
U-7855,The Matrix,Sci-Fi,84,2.7,Basic
U-5101,Money Heist,Crime,55,,Standard
U-7943,The Matrix,Sci-Fi,45,4.1,Standard
U-3583,Inception,Sci-Fi,153,,Basic
U-6381,Interstellar,Sci-Fi,100,,Basic
U-8397,Narcos,Crime,150,4.5,Standard
U-4763,The Matrix,Sci-Fi,30,,Basic
U-2281,Friends,Comedy,173,3.8,Premium
U-7092,Inception,Sci-Fi,142,3.9,Standard
U-4157,Money Heist,Crime,84,3.3,Basic
U-9769,Game of Thrones,Fantasy,96,3.2,Premium
U-6652,The Dark Knight,Action,87,2.0,Basic
U-5443,Game of Thrones,Fantasy,152,3.6,Premium
U-6980,Interstellar,Sci-Fi,44,1.0,Basic
U-8197,The Matrix,Sci-Fi,10,3.0,Standard
U-1857,Narcos,Crime,144,1.2,Basic
U-8988,The Matrix,Sci-Fi,10,1.4,Standard
U-6984,Interstellar,Sci-Fi,28,2.8,Premium
U-1540,Money Heist,Crime,70,2.1,Basic
U-9009,Breaking Bad,Crime,110,1.1,Basic
U-8543,Breaking Bad,Crime,69,1.7,Premium
U-7341,Narcos,Crime,9,,Basic
U-4867,Friends,Comedy,144,2.8,Basic
U-6608,Friends,Comedy,80,2.9,Basic
U-4506,Breaking Bad,Crime,102,4.6,Basic
U-7557,Friends,Comedy,87,3.7,Standard
U-5548,Interstellar,Sci-Fi,11,,Premium
U-9850,The Matrix,Sci-Fi,18,4.5,Basic
U-4477,Inception,Sci-Fi,153,3.7,Standard
U-6491,Game of Thrones,Fantasy,135,3.3,Basic
U-7967,Stranger Things,Sci-Fi,111,,Basic
U-9463,Friends,Comedy,154,5.0,Basic
U-1174,Money Heist,Crime,89,,Basic
U-8231,Friends,Comedy,75,3.8,Basic
U-9044,Interstellar,Sci-Fi,114,1.3,Basic
U-7858,Friends,Comedy,26,5.0,Basic
U-8214,Stranger Things,Sci-Fi,60,,Basic
U-8100,Interstellar,Sci-Fi,102,1.4,Basic
U-9980,The Dark Knight,Action,173,4.5,Basic
U-7325,Friends,Comedy,149,3.4,Basic
U-4967,Friends,Comedy,65,,Standard
U-5689,Narcos,Crime,125,2.5,Basic
U-5201,Money Heist,Crime,63,3.5,Basic
U-3135,Interstellar,Sci-Fi,151,3.7,Basic
U-8548,The Matrix,Sci-Fi,79,4.0,Premium
U-2805,The Matrix,Sci-Fi,111,3.2,Premium
U-8426,Narcos,Crime,94,3.9,Standard
U-8481,Stranger Things,Sci-Fi,14,4.8,Premium
U-6284,Money Heist,Crime,118,,Basic
U-6536,Narcos,Crime,46,2.9,Standard
U-2932,Inception,Sci-Fi,23,2.2,Premium
U-2973,Friends,Comedy,172,4.7,Basic
U-6736,Interstellar,Sci-Fi,16,,Standard
U-6198,The Matrix,Sci-Fi,62,3.9,Standard
U-6463,Interstellar,Sci-Fi,165,2.8,Standard
U-5786,Inception,Sci-Fi,38,3.7,Basic
U-7290,Interstellar,Sci-Fi,58,2.3,Standard
U-1416,Breaking Bad,Crime,60,2.2,Standard
U-7616,Narcos,Crime,32,4.2,Basic
U-7085,Money Heist,Crime,53,4.6,Basic
U-8359,Narcos,Crime,163,1.9,Basic
U-5041,Narcos,Crime,18,2.6,Standard
U-4745,Narcos,Crime,115,3.0,Basic
U-9862,Narcos,Crime,67,1.8,Basic
U-7494,Game of Thrones,Fantasy,100,3.2,Basic
U-5764,The Dark Knight,Action,14,2.8,Standard
U-7476,Money Heist,Crime,134,,Basic
U-8116,The Matrix,Sci-Fi,176,2.2,Standard
U-5095,Friends,Comedy,155,,Standard
U-1525,The Dark Knight,Action,118,1.6,Standard
U-5498,Game of Thrones,Fantasy,101,1.7,Standard
U-3558,Interstellar,Sci-Fi,147,2.3,Basic
U-7083,Money Heist,Crime,117,4.3,Basic
U-6204,The Dark Knight,Action,81,3.5,Premium
U-5236,Interstellar,Sci-Fi,59,3.8,Basic
U-2577,Interstellar,Sci-Fi,63,3.5,Basic
U-3151,Stranger Things,Sci-Fi,45,2.8,Premium
U-1875,Breaking Bad,Crime,120,2.6,Basic
U-7789,Money Heist,Crime,164,4.2,Standard
U-1763,Stranger Things,Sci-Fi,118,2.3,Standard
U-1772,The Matrix,Sci-Fi,15,1.4,Premium
U-5839,The Dark Knight,Action,165,1.2,Standard
U-9462,Inception,Sci-Fi,136,2.9,Basic
U-9176,Game of Thrones,Fantasy,178,1.0,Basic
U-3668,Money Heist,Crime,108,2.6,Standard
U-6953,Friends,Comedy,135,4.1,Standard
U-3327,Stranger Things,Sci-Fi,143,3.3,Basic
U-7544,Inception,Sci-Fi,104,,Standard
U-1606,Stranger Things,Sci-Fi,159,2.5,Standard
U-9662,The Matrix,Sci-Fi,82,3.3,Standard
U-8028,Inception,Sci-Fi,160,,Basic
U-6312,Money Heist,Crime,118,4.7,Standard
U-5339,Stranger Things,Sci-Fi,23,1.2,Standard
U-5238,Stranger Things,Sci-Fi,157,2.9,Standard
U-2322,The Matrix,Sci-Fi,180,2.4,Standard
U-9696,Narcos,Crime,38,3.2,Basic
U-6144,Stranger Things,Sci-Fi,132,2.0,Standard
U-3031,Friends,Comedy,139,1.4,Standard
U-6699,Narcos,Crime,56,3.1,Basic
U-6933,Friends,Comedy,166,2.7,Standard
U-6474,Money Heist,Crime,147,2.7,Premium
U-5266,The Dark Knight,Action,37,1.5,Basic
U-6982,Friends,Comedy,132,2.9,Basic
U-2876,The Matrix,Sci-Fi,46,3.4,Standard
U-3201,Inception,Sci-Fi,131,3.8,Basic
U-9906,The Dark Knight,Action,65,2.7,Standard
U-7321,Friends,Comedy,177,3.2,Basic
U-9273,Inception,Sci-Fi,76,,Standard
U-3386,Narcos,Crime,130,,Basic
U-2333,Money Heist,Crime,68,3.4,Standard
U-4858,Interstellar,Sci-Fi,177,3.5,Basic
U-2364,Inception,Sci-Fi,107,3.0,Premium
U-8549,The Dark Knight,Action,163,,Premium
U-4217,Money Heist,Crime,76,2.0,Standard
U-8583,Interstellar,Sci-Fi,51,1.3,Standard
U-9525,Breaking Bad,Crime,129,,Basic
U-9230,Inception,Sci-Fi,100,3.6,Basic
U-5940,Interstellar,Sci-Fi,118,2.9,Basic
U-4573,The Matrix,Sci-Fi,39,4.8,Premium
U-1964,Breaking Bad,Crime,57,4.3,Premium
U-6732,Inception,Sci-Fi,80,4.6,Basic
U-1888,Narcos,Crime,139,,Standard
U-8638,Friends,Comedy,104,4.0,Standard
U-4683,Breaking Bad,Crime,137,1.5,Basic
U-7616,Money Heist,Crime,138,2.6,Basic
U-2110,Friends,Comedy,173,4.4,Standard
U-6551,Friends,Comedy,100,4.8,Basic
U-9959,The Dark Knight,Action,22,3.8,Standard
U-2816,Breaking Bad,Crime,25,3.5,Basic
U-6793,Narcos,Crime,87,4.9,Standard
U-4582,Friends,Comedy,44,3.8,Premium
U-2649,Stranger Things,Sci-Fi,22,2.1,Basic
U-3188,Friends,Comedy,46,1.9,Basic
U-3440,Friends,Comedy,26,3.9,Basic
U-9577,Friends,Comedy,50,3.3,Premium
U-5368,Stranger Things,Sci-Fi,141,,Standard
U-7157,Stranger Things,Sci-Fi,156,,Standard
U-6635,Stranger Things,Sci-Fi,123,1.4,Standard
U-7367,Friends,Comedy,66,3.8,Standard
U-7188,Friends,Comedy,124,,Basic
U-7231,Narcos,Crime,166,3.3,Basic
U-3575,The Matrix,Sci-Fi,73,4.9,Basic
U-4953,Game of Thrones,Fantasy,39,4.4,Basic
U-7788,Friends,Comedy,169,4.1,Basic
U-1284,Money Heist,Crime,170,3.7,Standard
U-1131,Money Heist,Crime,144,3.0,Basic
U-6607,Breaking Bad,Crime,166,,Standard
U-4004,Friends,Comedy,34,2.3,Basic
U-6429,The Dark Knight,Action,131,,Standard
U-3628,Interstellar,Sci-Fi,130,,Premium
U-2345,Money Heist,Crime,37,1.6,Standard
U-5273,Friends,Comedy,108,2.6,Standard
U-8806,Money Heist,Crime,40,1.3,Standard
U-9052,The Matrix,Sci-Fi,49,,Standard
U-9910,Breaking Bad,Crime,139,4.7,Standard
U-3650,Inception,Sci-Fi,100,3.9,Basic
U-3307,Stranger Things,Sci-Fi,124,3.0,Standard
U-9188,Inception,Sci-Fi,129,2.9,Basic
U-1648,Breaking Bad,Crime,159,4.1,Basic
U-4404,Money Heist,Crime,50,4.1,Standard
U-3761,Game of Thrones,Fantasy,5,4.0,Standard
U-5799,Narcos,Crime,145,1.5,Basic
U-4090,The Matrix,Sci-Fi,128,4.6,Standard
U-9912,The Dark Knight,Action,10,1.3,Premium
U-6825,Interstellar,Sci-Fi,15,,Basic
U-1146,Money Heist,Crime,168,3.1,Premium
U-7205,Game of Thrones,Fantasy,63,1.1,Basic
U-1246,Breaking Bad,Crime,51,1.3,Basic
U-3642,Narcos,Crime,179,,Premium
U-4048,Money Heist,Crime,74,,Basic
U-2937,Inception,Sci-Fi,85,4.5,Premium
U-6132,Inception,Sci-Fi,47,,Basic
U-7338,Money Heist,Crime,25,1.5,Standard
U-9173,Narcos,Crime,12,3.9,Basic
U-6975,Narcos,Crime,13,4.7,Standard
U-5487,Interstellar,Sci-Fi,130,3.2,Premium
U-5720,The Dark Knight,Action,94,,Basic
U-9197,Stranger Things,Sci-Fi,59,3.2,Basic
U-9493,Narcos,Crime,130,4.6,Basic
U-5845,The Dark Knight,Action,152,3.5,Basic
U-8722,Money Heist,Crime,33,3.9,Basic
U-6623,The Dark Knight,Action,164,2.7,Basic
U-3684,Narcos,Crime,10,2.8,Standard
U-7335,Money Heist,Crime,173,2.0,Basic
U-5885,Stranger Things,Sci-Fi,122,1.1,Basic
U-6563,The Matrix,Sci-Fi,57,3.2,Standard
U-8945,Game of Thrones,Fantasy,11,,Basic
U-8900,Friends,Comedy,114,,Basic
U-2621,The Dark Knight,Action,151,1.3,Basic
U-1973,Stranger Things,Sci-Fi,99,4.7,Basic
U-9033,The Dark Knight,Action,80,4.4,Basic
U-3265,Narcos,Crime,114,3.4,Basic
U-4291,The Matrix,Sci-Fi,102,1.2,Standard
U-2102,The Matrix,Sci-Fi,86,,Premium
U-4463,Inception,Sci-Fi,95,4.4,Basic
U-1290,Money Heist,Crime,179,3.2,Basic
U-4605,Inception,Sci-Fi,56,5.0,Basic
U-3464,Breaking Bad,Crime,14,4.8,Premium
U-4787,Friends,Comedy,56,1.4,Basic
U-3602,Narcos,Crime,98,4.9,Basic
U-9103,Stranger Things,Sci-Fi,84,,Premium
U-9733,Inception,Sci-Fi,8,2.6,Basic
U-7578,Friends,Comedy,176,2.4,Premium
U-2605,Game of Thrones,Fantasy,15,,Basic
U-1837,Breaking Bad,Crime,85,2.1,Standard
U-8858,Breaking Bad,Crime,68,1.4,Standard
U-7361,Interstellar,Sci-Fi,74,4.1,Premium
U-9470,Money Heist,Crime,88,4.2,Standard
U-7230,Friends,Comedy,41,2.4,Basic
U-8937,Friends,Comedy,77,3.7,Standard
U-1440,The Matrix,Sci-Fi,146,4.6,Basic
U-5608,Game of Thrones,Fantasy,65,2.6,Basic
U-9364,Money Heist,Crime,112,2.2,Premium
U-2168,The Matrix,Sci-Fi,147,2.8,Basic
U-5300,Money Heist,Crime,23,2.0,Basic
U-1246,Interstellar,Sci-Fi,167,4.2,Standard
U-9634,Stranger Things,Sci-Fi,104,4.2,Standard
U-9060,The Matrix,Sci-Fi,161,4.2,Basic
U-8372,Interstellar,Sci-Fi,109,,Basic
U-8066,Interstellar,Sci-Fi,165,3.0,Standard
U-2210,Interstellar,Sci-Fi,44,,Basic
U-5346,Inception,Sci-Fi,140,,Basic
U-3065,Friends,Comedy,40,3.3,Basic
U-8961,Friends,Comedy,40,,Basic
U-4351,Stranger Things,Sci-Fi,67,3.7,Basic
U-1889,Stranger Things,Sci-Fi,19,3.8,Basic
U-6955,Game of Thrones,Fantasy,39,3.5,Basic
U-3678,Inception,Sci-Fi,91,1.5,Basic
U-4041,Inception,Sci-Fi,83,4.2,Premium
U-1637,Stranger Things,Sci-Fi,154,4.0,Basic
U-2154,Breaking Bad,Crime,145,2.6,Standard
U-3267,Interstellar,Sci-Fi,156,,Premium
U-8565,Game of Thrones,Fantasy,85,1.3,Basic
U-3455,The Dark Knight,Action,82,4.4,Premium
U-5288,Inception,Sci-Fi,44,5.0,Basic
